Year,Month,Variable,E.Anchorage,H.Annette_Island,A.Barrow,C.Bethel,D.Bettles,G.Cold_Bay,H.Cordova,D.Fairbanks,E.Homer,H.Juneau,C.King_Salmon,H.Kodiak,B.Kotzebue,D.McGrath,B.Nome,D.Northway,B.St_Paul_Island,E.Talkeetna,D.Tanana,H.Yakutat
1950,May,T,NA,-13.25,-6.64,3.44,NA,3.48,5.33,8.55,4.56,7.08,NA,NA,-2.02,6.68,0.83,6.77,1.37,7.21,7.66,5.24
1950,Jun,T,NA,-16.23,0.93,9.23,NA,6.68,10.09,14.9,8.43,13.43,NA,NA,5.86,12.31,5.23,14.98,4.65,11.82,12.88,10.06
1950,Jul,T,NA,-12.13,4.06,13.49,NA,9.93,11.17,16.68,10.31,12.41,NA,NA,14.81,16.04,11.32,14.51,7.33,13.74,NA,11.58
1950,Aug,T,NA,-12.13,4.11,13.37,NA,11.51,12.11,14.26,11.57,13.27,NA,NA,12.76,13.99,10.95,13.59,9.08,14.3,13.78,12.36
1950,Sep,T,NA,-12.07,0.11,7.94,NA,8.31,8.32,8.21,8.42,9.75,NA,NA,6.1,7.91,6.78,7.26,6.83,8.24,6.46,8.6
1950,Oct,T,NA,-12.49,-5.99,1.06,NA,4.69,3.61,-3.37,2.33,3.83,NA,NA,-1.52,-2.21,1.26,-5.03,3.93,-0.97,-3.6,4.36
1950,Nov,T,NA,-14.43,-9.31,-8.08,NA,0.59,-6,-21.16,-6.31,-5.4,NA,NA,-9.98,-15.78,-5.21,-25.64,1.04,-13.41,-19.89,-3.03
1950,Dec,T,NA,-11.55,-22.89,-12.82,NA,-2.81,-2.78,-20.8,-6.47,-1.52,NA,NA,-17.66,-20.77,-12.46,-23.14,-0.54,-11.63,-21.98,-0.92
1951,Jan,T,NA,NA,-33.18,-19.76,NA,-3.07,-8.33,-30.67,-8.71,-7.49,NA,NA,-26.88,-27.17,-21.47,-33.01,-4.39,-14.89,-28.42,-5.22
1951,Feb,T,NA,-13.82,-29.47,-10.88,NA,0.72,-6.73,-22.01,-4.98,-5.81,NA,NA,-22.42,-19.51,-14.54,-25.51,-1.36,-13.18,-22.52,-4.53
1951,Mar,T,NA,-11.97,-26.1,-17.43,NA,-1.92,-6.45,-18.09,-7.51,-3.35,NA,NA,-21.37,-18.92,-17.54,-19.88,-4.67,-12.66,-19.79,-3.81
1951,Apr,T,NA,-13.91,-15.91,-1.32,NA,1.97,1.85,1.31,2.41,3.88,NA,NA,-6.22,0.62,-3.5,0.07,-2.32,2.06,-1.61,2.32
1951,May,T,NA,-15.19,-7.33,6.94,NA,5.22,5.73,9.59,5.36,8.21,NA,NA,1.53,8.92,4.48,8.08,2.56,8.02,8.76,6.08
1951,Jun,T,NA,-15.02,1.07,11.77,12.63,7.89,8.96,13.87,9.01,11.21,NA,NA,9.76,12.97,9.44,12.12,6.23,11.84,12.84,9.18
1951,Jul,T,NA,-16.29,6.63,12.12,13.79,10.15,13.19,15.69,11.24,15.68,NA,NA,NA,14.58,9.42,16.58,8.25,15.71,14.59,12.81
1951,Aug,T,NA,-15.07,6.54,11.53,11.81,10.46,11.55,14.36,11.56,13.04,NA,NA,9.73,12.87,8.44,14.06,9.4,12.47,NA,12.27
1951,Sep,T,NA,-14.64,0.27,7.31,5.54,8.1,9.46,8.29,8.6,10.29,NA,NA,5.29,6.84,5.98,6.73,6.91,8.4,5.88,10.25
1951,Oct,T,NA,-12.53,-5.24,-0.72,-8.59,4.99,2.47,-5.42,1.8,3.29,NA,NA,-4.47,-4.21,-1.36,-8.59,3.94,-1.2,-5.82,4.33
1951,Nov,T,NA,-13.02,-11.53,-5.89,-11.73,1.57,-0.38,-11.36,-1.04,-0.53,NA,NA,-10.47,-8.53,-5.68,-17.9,1.32,-5.93,-11.64,0.32
1951,Dec,T,NA,-13.94,-21.97,-11.77,-24.13,0.13,-6.38,-21.93,-5.93,-5.33,NA,NA,-20.27,-21.57,-12.93,-26.1,-0.36,-15.67,-24.02,-4.9
1952,Jan,T,NA,-12.14,-26.37,-16.49,-28.04,0.03,-10.35,-28.56,NA,-9.78,NA,NA,-23.17,NA,-16.86,-35.72,-0.17,-16.7,-26.96,-8.26
1952,Feb,T,NA,-13.71,-28.9,-14.74,-22.88,-2.41,-3,-19.18,-3.07,-0.78,NA,NA,-20.23,-18.28,-16.01,-23.13,-3.98,-8.03,-19.55,-1.68
1952,Mar,T,NA,-12.42,-26.72,-10.92,-18.38,-1.64,-0.99,-12.81,-2.79,-0.31,NA,NA,-16.63,-13.71,-13.17,-14.53,-3.1,-8.21,-15.84,-1.49
1952,Apr,T,NA,-13.33,-20.89,-7.81,-8.38,-1.46,0.71,-2.27,0.63,3.04,NA,NA,-13.88,-3.84,-10.46,-3.16,-3.12,-0.69,-6.25,1.04
1952,May,T,NA,-15.97,-9.27,1.19,0.49,3.54,4.79,5.31,3.68,7.03,NA,NA,-4.91,2.62,-1.77,4.04,1.93,3.95,1.21,4.49
1952,Jun,T,11.28,-15.48,-0.29,10.07,13.57,6.76,8.9,14.66,7.36,11.24,NA,NA,5.57,12.5,8.07,13.06,4.1,11.9,12.23,8.84
1952,Jul,T,13.76,-16.16,4.89,12.33,14.06,8.81,NA,15.56,11.1,13.07,NA,NA,11.29,14.53,10,14.57,6.36,13.98,12.86,11.26
1952,Aug,T,13.22,-14.29,3.62,11.26,10.39,9.53,11.41,12.15,11.37,12.24,NA,NA,10.37,11.21,10.19,11.59,7.78,11.96,8.99,12.28
1952,Sep,T,NA,-10.21,-1.71,6.83,3.04,7.62,8.43,5.9,8.21,9.28,NA,NA,4.53,5.65,5.18,4.96,6.65,6.93,1.59,8.99
1952,Oct,T,NA,-12.82,-8.32,1.4,-4.93,4.97,5.98,-0.82,4.39,7.14,NA,NA,-2.31,-0.98,-0.07,-2.59,4.2,2.44,-5.19,6.79
1952,Nov,T,NA,-13.04,-14.98,-3.46,-10.62,2.09,3.24,-9.26,1.79,3.53,NA,NA,-7.07,-8.54,-3.82,-12.97,1.57,-1.81,-12.21,3.9
1952,Dec,T,NA,-14.02,-23.53,-16.53,-19.06,-4.22,-0.37,-19.61,-3.58,0.72,NA,NA,-15.54,-20.66,-12.25,-24.78,-3.01,-8.78,-21.3,0.57
1953,Jan,T,NA,-14.83,-27.07,-17.68,-30.91,-3.51,-6.26,-30.28,-7.23,-7.4,NA,NA,-23.72,-27.58,-16.49,-36.45,-4.41,-14.2,-30.67,-5.19
1953,Feb,T,NA,-10.96,-29.33,-13.71,-20.69,-3.58,-0.13,-16.33,-3.16,1.27,NA,NA,-21.19,-17.18,-15.44,-19.97,-7.5,-7.63,-21.46,0.52
1953,Mar,T,-7.15,-12.08,-26.46,-16.63,-19.02,-3.49,-2.26,-13.59,-3.07,-0.35,NA,NA,-19.79,-14.89,-16.42,-15.21,-7.23,-8.02,-17.12,-0.77
1953,Apr,T,1.9,-14.56,-16.68,-1.94,-3.75,1.38,3.36,2.88,2.83,4.98,NA,NA,-7.92,0.35,-3.79,-0.27,-1.59,2.28,-0.19,4.07
1953,May,T,7.27,-12.02,-6.62,6.91,8.12,4.11,6.89,10.81,5.58,9.52,NA,NA,1.94,8.51,5.31,8.81,1.79,8.18,9.46,7.11
1953,Jun,T,14.24,-16.52,1.4,12.41,14.69,8.25,11.42,16.54,11.18,13.47,NA,NA,6.29,14.16,7.75,14.18,5.65,15.38,15.56,10.6
1953,Jul,T,15.35,-15.91,3.32,15,14.15,11.49,12.72,16.67,12.15,14.04,NA,NA,10.56,16.4,10.62,15.71,9.5,15.96,15.89,12.78
1953,Aug,T,12.87,-15.61,1.33,11.84,10.61,11.73,11.63,13.35,NA,12.69,NA,NA,9.78,12.22,9.9,12.03,9.85,12.48,12.75,12.12
1953,Sep,T,7.49,-11.16,-0.86,7.17,4.61,8.03,8.53,7.31,8.42,9.51,NA,NA,5.79,7.03,6.43,4.68,7.11,8.35,6.47,9.12
1953,Oct,T,0.89,-7.74,-12.87,-1.93,-6.89,2.66,4.06,-4.47,2.07,6.24,NA,NA,-5.03,-5.21,-2.26,-5.82,1.93,-0.33,-4.83,5.46
1953,Nov,T,-6.32,-9.11,-18.42,-8.44,-17.29,NA,-0.92,-16.56,-1.54,0.57,NA,NA,-10.93,-16.31,-6.56,-21.94,0.56,-6.77,-15.49,-0.09
1953,Dec,T,-7.81,-8.77,-27.21,-13.08,-20.86,NA,-0.6,-20.06,-2.52,0.13,NA,NA,-19.5,-19.59,-14.36,-24.79,-3.59,-9.51,-18.76,0.15
1954,Jan,T,-12.35,-13.66,-27.56,-21.37,-29.13,NA,-4.23,-25.89,-7.61,-6.29,NA,NA,-21.83,-25.34,-18.32,-29.78,-6.03,-14.29,-26.64,-5.25
1954,Feb,T,-14.1,-10.07,-30.83,-22.75,-29.68,-6.32,-6.62,-27.16,-9.95,-4.66,NA,NA,-26.01,-25.83,-22.64,-29.19,-13.16,-16.04,-28.22,-5.01
1954,Mar,T,-5.35,-14.54,-23.36,-8.89,-14.71,-0.66,-2.78,-11.28,-3.06,-0.67,NA,NA,-15.14,-11.63,-10.63,-13.86,-3.46,-6.53,-12.48,-1.86
1954,Apr,T,0.69,-13.34,-16.29,-2.64,-7.86,0.34,-0.17,-3.12,0.39,0.57,NA,NA,-10.11,-2.99,-6.91,-6.51,-2.08,-0.14,-4.53,-0.73
1954,May,T,9.12,-15,-8.76,7.72,7.56,4.05,6.69,10.29,6.42,7.91,NA,NA,2.67,9.73,4.63,7.18,1.69,8.51,9.14,6.55
1954,Jun,T,12.59,-14.23,1.07,12.16,12.96,NA,10.17,14.75,9.57,12.1,NA,NA,6.41,13.46,8.57,12.71,4.27,13.26,13.18,10.15
1954,Jul,T,14.36,-15.52,4.06,12.29,13.2,9.63,11.56,14.55,11.52,12.37,NA,NA,9.77,13.68,8.86,13.48,6.87,13.7,13.7,11.01
1954,Aug,T,13.39,-17.38,8.07,10.96,11.61,10.73,11.57,13.57,11.31,13.37,NA,NA,10.83,12.07,9.44,11.66,8.25,12.84,12.41,11.52
1954,Sep,T,9.15,-14.83,2.11,7.26,3.32,9.52,9.57,5.94,9.18,9.54,NA,NA,4.46,5.98,5.53,4.32,7.21,8.53,4.71,9.5
1954,Oct,T,4.32,-7.54,-6.21,1.88,-3.58,5.47,5.57,-0.43,5.02,5.98,NA,NA,-2.72,-0.35,0,-5.13,2.22,2.81,-2.82,5.58
1954,Nov,T,-2.43,-8.79,-17.52,-5.25,-12.18,2.53,1.99,-10.82,0.48,3.54,NA,NA,-11.99,-11.07,-6.64,-11.82,1.07,-4.41,-11.02,3.15
1954,Dec,T,-14.44,-6.56,-26.42,-20.53,-32.17,-3.69,-6.73,-29.71,-9.66,-2.21,NA,NA,-27.33,-28.35,-20.63,-29.96,-3.77,-17.22,-31.94,-4.03
1955,Jan,T,-7.67,-8.15,-25.53,-9.74,-20.28,-1.11,-0.89,-19.55,-2.34,0.03,NA,NA,-16.49,-18.25,-10.39,-24.64,-3.16,-8.54,-19.09,-0.5
1955,Feb,T,-9.24,-11.57,-32.38,-17.67,-30.05,-0.54,-2.37,-24.57,-4.76,-1.5,NA,NA,-28.79,-22.71,-20.95,-24.04,-3.53,-11.68,-27.29,-2.06
1955,Mar,T,-4.94,-11.43,-28.03,-10.12,-17.16,-0.29,-2.04,-12.18,-1.34,-2.35,NA,NA,-18.63,-11.02,-14.74,-14.12,-4.55,-7.14,-14.18,-1.68
1955,Apr,T,-0.54,-11.94,-18.77,-7.74,-11.17,0.1,0.65,-5.79,-0.03,3.33,NA,NA,-13.78,-8.27,-10.68,-4.75,-3.97,-2.78,-8.53,0.78
1955,May,T,6.58,-11.23,-8.94,4.11,4.9,3.58,5.02,7.75,5.26,6.02,NA,NA,-1.49,6.16,2.21,4.56,0.25,5.41,6.77,4.08
1955,Jun,T,10.66,-13.13,0.16,7.54,11,6.23,8.15,13.13,8.06,10.29,NA,NA,4.71,10.48,5.56,11.54,3.81,10.35,12.79,8.08
1955,Jul,T,14.18,-16.36,3.53,12.07,15.49,9.72,11.96,16.23,10.82,13.76,12.21,NA,12.09,14.18,10.38,15.18,7.01,14.87,15.38,12.39
1955,Aug,T,12.44,-8.57,0.06,10.67,9.44,9.77,10.47,11.68,10.88,11.08,11.45,NA,10.11,10.92,9.52,10.44,8.19,11.33,11.01,10.83
1955,Sep,T,7.92,-11.12,-2.62,7.19,3.59,7.86,7.93,6.46,7.86,8.32,8.18,NA,4.98,6.28,5.39,5.1,6.18,7.31,5.46,8.19
1955,Oct,T,-0.27,-0.01,-13.25,-2.85,-7.91,2.09,2.61,-4.56,1.67,3.69,-1.39,NA,-6.51,-5.79,-4.43,-7.87,0.82,NA,-6.17,3.33
1955,Nov,T,-12.57,-11.04,-24.4,-9.64,-27.06,1.63,-5.23,-23.21,-5.56,-5.69,-7.54,NA,-18.54,-21.67,-12.83,-27.17,0.96,-14.9,-25.67,-3.57
1955,Dec,T,-13.28,-15.34,-27.47,-14.47,-26.34,-1.64,-7.13,-22.79,-9.44,-7.72,-14.24,NA,-18.92,-22.51,-14.37,-28.94,-1.13,-15.68,-24.76,-6.44
1956,Jan,T,-14.96,-14.73,-27.26,-20.13,-29.97,-7.68,-8.1,-29.02,-9.99,-6.82,-19.44,NA,-24.89,-27.69,-19.86,-33.37,-5.62,-13.52,-29.02,-4.08
1956,Feb,T,-12.1,-12.12,-33.06,-17.82,-28.33,-3.89,-8.32,-23.64,-8.16,-5.69,-14.46,NA,-24.13,-22.34,-20.16,-26.19,-6.87,-13.96,-26.28,-4.78
1956,Mar,T,-6.92,-12.44,-25.98,-13.83,-16.8,-5.09,-4.71,-14.52,-5.13,-2.27,-9.48,NA,-17.99,-14.71,-15.63,-16.66,-7.88,-8.48,-15.84,-2.91
1956,Apr,T,1.46,-10.14,-17.35,-6.04,-5.32,-0.99,1.68,-0.47,1.17,3.73,-2.57,NA,-10.52,-3.27,-8.21,-2.82,-5.14,0.51,-3.08,2.34
1956,May,T,6.64,-11.71,-6.48,5.06,6.11,3.58,4.38,9.14,5.04,7.35,5.13,NA,2.57,6.61,3.74,6.72,0.42,6.61,7.63,5.06
1956,Jun,T,11.34,-12,-0.82,10.83,NA,6.32,8.19,14.27,8.15,10.02,8.32,NA,5.68,12.56,8.94,NA,3.57,11.76,13.82,8.17
1956,Jul,T,13.51,-14.84,3.82,13.58,13.85,9.87,11.58,16.1,10.82,13.48,NA,NA,11.08,15.04,9.68,13.76,6.54,14.38,NA,12.01
1956,Aug,T,13.32,-7.91,-0.36,12.67,10.38,10.82,10.89,13.19,NA,12.18,12.56,NA,9.68,12.78,9.96,11.13,7.83,13,11.79,11.59
1956,Sep,T,7.81,-14.58,0.07,6.87,3.22,8.59,7.58,5.5,NA,8.97,7.48,NA,4.79,5.82,5.78,2.72,6.97,6.82,4.44,8.04
1956,Oct,T,-2.02,-6.31,-12.27,-3.01,-11.78,3.86,1.26,-8.31,0.13,3.07,-2.99,NA,-8.96,-8.1,-3.69,-11.05,3.32,-3.95,NA,2.47
1956,Nov,T,-8.6,-5.86,-23.71,-15.24,-26.97,-1.47,-0.46,-20.46,-4.68,3.56,-11.38,NA,-22.18,-21.99,-15.52,-21.26,-1.62,-12.15,-24.84,1.78
1956,Dec,T,-15.41,-7.71,-23.08,-21.34,-33.67,-2.93,-5.13,-33.42,-9.66,-4.73,-15.87,NA,-25.98,-30.84,-19.65,-34.81,-4.98,-18.52,-34.78,-3.56
1957,Jan,T,-9.46,-15.69,-19.54,-8.48,-20.45,1.32,-6.45,-16.96,-4.48,-6.36,-6.49,NA,-13.79,-15.56,-9.86,-24.97,-0.82,-13.52,-16.63,-4.51
1957,Feb,T,-10.3,-13.16,-31.62,-13.11,-25.09,-2.04,-4.48,-19.21,-6.39,-3.75,-9.93,NA,-20.93,-19.43,-15.23,-22.13,-6.55,-11.84,-21.3,-2.94
1957,Mar,T,-1.86,-14.04,-26.66,-8.35,-12.48,-0.94,0.75,-7.74,0.27,0.46,-3.53,NA,-17.6,-9.11,-11.81,-12.87,-4.75,-3.59,-10.82,0.58
1957,Apr,T,2.79,-11.96,-13.99,0.68,-3.86,2.19,2.97,0.24,NA,3.65,2.89,NA,-5.72,-0.21,-2.75,-3.69,0.16,1.88,-1.66,2.85
1957,May,T,9.19,-14.81,-7.02,6.83,5.57,4.9,7.42,9.09,6.14,8.84,7.58,NA,1.24,8.77,3.41,5.75,2.66,8.44,7.39,6.96
1957,Jun,T,14.46,-13.91,0.82,14.33,15.16,9.35,11.58,17.83,10.33,12.71,12.71,NA,10.16,17.18,10.36,14.39,6.35,16.09,16.46,10.96
1957,Jul,T,14.52,-13.79,4.08,13.27,13.64,10.13,12.14,15.91,11.59,13.01,13.51,NA,11.66,14.78,8.86,13.34,8.64,15.22,14.92,12.46
1957,Aug,T,14.74,-14.42,5.62,12.74,12.56,11.26,13.02,15.06,11.97,14.21,14.2,NA,11.61,14.24,9.97,NA,9.75,14.69,14.04,13.59
1957,Sep,T,9.96,-13.61,-1.71,7.68,4.18,9.49,10.46,6.43,9.21,11.31,8.89,NA,5.07,6.51,4.89,NA,7.44,8.29,6.13,11.55
1957,Oct,T,3.39,-12.31,-7.16,2.38,-4.93,6.34,5.86,-1.56,5.22,5.47,5.29,NA,-2.74,-0.6,-0.14,NA,4.59,2.67,-3.04,6.4
1957,Nov,T,0.54,-4.64,-20.48,-3.38,-13.98,3.31,3.46,-9.51,3.06,3.23,1.34,NA,-8.58,-9.1,-5.35,-12.78,1.22,-0.92,-10.87,3.79
1957,Dec,T,-12.58,-7.85,-29.43,-19.81,-28.36,-2.54,-5.38,-26.42,-7.39,-1.47,-16.8,NA,-24.77,-26.24,-19.78,-28.06,-3.33,-15.53,-27.22,-2.23
1958,Jan,T,-7.48,-6.28,-27.11,-16.66,-19.91,-3.43,-2.06,-19.25,-2.98,0.41,-10.09,NA,-22.18,-21.33,-16.9,-24.34,-7.31,-8.55,-20.12,0.1
1958,Feb,T,-7.19,-12.34,-27.02,-10.49,-20.48,-0.91,-1.64,-16.98,-1.61,-2.73,-4.66,NA,-16.59,-16.48,-10.26,-22.62,-5.67,-6.61,-18.8,-0.59
1958,Mar,T,-1.76,-15.97,-24.43,-3.92,-12.86,1.22,0.28,-8.91,0.66,0.51,-1.46,NA,-12.19,-6.96,-8.27,-11.87,-0.88,-3.74,-9.92,0.88
1958,Apr,T,3.78,-12.61,-17.81,0.11,-5.21,3.12,4.63,1.36,3.54,5.84,3,NA,-6.92,0.96,NA,-0.21,0.35,3.18,-1.62,4.89
1958,May,T,8.62,-11.31,-8.14,4.02,5.68,4.74,6.61,9.05,6.87,8.92,5.97,NA,-2.04,6.75,-0.12,7.53,1.92,7.63,7.43,7.19
1958,Jun,T,12.79,-17.14,1.16,11.17,15.62,7.7,10.79,17,10.29,13.58,10.71,NA,9.47,14.07,9.9,15.93,5.76,13.38,15.32,11.65
1958,Jul,T,13.54,-15.57,3.51,13.14,15.51,9.56,11.77,16.94,11.96,14.08,12.58,NA,14.41,14.37,12.03,15.64,7.79,13.86,15.78,12.86
1958,Aug,T,13.01,-6.27,5.89,10.99,12.46,10,11.28,13.57,11.51,12.48,11.99,NA,10.45,11.99,10.03,11.8,8.6,12.39,12.82,11.96
1958,Sep,T,8,-9.37,1.93,6.52,3.86,8.65,7.89,5.96,7.41,8.53,8.13,NA,4.92,5.35,4.83,5.06,7.04,6.47,5.51,8.57
1958,Oct,T,-1.4,1.59,-7,-1.97,-12.97,4.64,2.31,-9.62,1.13,5.03,0.33,NA,-7.99,-6.96,-3.99,-11.49,3.7,-3.38,-10.46,4.27
1958,Nov,T,-6.97,-6.09,-16.2,-7.88,-20.84,0.92,-0.76,-17.04,-2.96,1.04,-6.47,NA,NA,-15.03,-9.93,-19.57,1.04,-9.13,-19.03,0.18
1958,Dec,T,-9.21,-8.03,-22.61,-13.22,-21.89,-0.45,-1.86,-21.75,-3.92,-1.13,-6.39,NA,-17.87,-23.66,-14.3,-28.31,-1.14,-10.83,-20.97,-0.6
1959,Jan,T,-12.18,-11.01,-27.37,-15.98,-27.43,-1.81,-6.82,-28.9,-6.9,-7.79,-11.96,NA,-19.87,-24.4,-14.22,-34.57,-1.27,-12.06,-26.18,-4.46
1959,Feb,T,-6.22,-12.25,-22.48,-6.33,-15.73,0.28,-1.6,-14.51,-1.63,-2.09,-3.46,NA,-14.49,-11.92,-9.94,-19.43,-0.44,-7.94,-14.28,-2.21
1959,Mar,T,-10.01,-4.68,-32.53,-19.27,-25.68,-7.03,-4.63,-21.47,-7.93,1.01,-14.63,NA,-24.62,-21.04,-20.72,-20.31,-7.39,-10.29,-23.44,-1.24
1959,Apr,T,0.92,-11.62,-19.21,-7.66,-8.16,-0.53,2.5,-3.37,0.96,3.74,-0.43,NA,-14.64,-4.57,-10.93,-4.43,-2.06,0.68,-6.19,2.92
1959,May,T,8.67,-12.88,-6.9,5.61,5.24,4.92,7.33,8.44,6.08,7.77,6.87,NA,1.23,7.6,3.31,6.44,1.74,8.1,7.13,6.87
1959,Jun,T,13.65,-14.26,1.07,10.73,15.54,6.22,12.32,16.35,9.71,12.9,11.18,NA,6.64,14.51,7.61,14.13,4.59,15.12,16.01,11.85
1959,Jul,T,13.14,-11.75,2.5,10.27,10.86,8.58,10.89,13.06,11.08,12.28,10.64,NA,8.42,12.57,7.36,12.47,7.03,12.58,12.22,11.4
1959,Aug,T,13.23,-11.91,2.84,12.42,12.06,10.88,11.78,12.51,11.32,11.42,12.09,NA,11.67,12.37,10.57,10.84,9.2,13.29,11.4,11.59
1959,Sep,T,8.69,-9.67,-1.03,7.17,4.56,8.61,8.17,6.42,8.04,8.98,8.07,NA,4.32,6.4,5.46,5.23,7.18,7.83,4.67,8.9
1959,Oct,T,0.29,-3.91,-8.64,-2.21,-6.91,5.24,3.9,-4.46,3.14,4.61,1.63,NA,-5.59,-4.83,-1.77,-8.02,4.21,0,-6.06,4.73
1959,Nov,T,-4.81,-2.17,-21,-5.92,-16.18,2.32,0.67,-14.07,-0.07,1.33,-1.15,NA,-12.75,-12.69,-7.32,-19.43,2.04,-5.31,-14.16,1.98
1959,Dec,T,-7.77,-1.72,-30.71,-21.97,-24.33,-3.48,-0.54,-23.02,-4.73,1.61,-14.47,NA,-25.96,-24.46,-21.69,-25.72,-3.39,-10.6,-23.95,0.41
1960,Jan,T,-8.35,-7.62,-31.56,-13.92,-23.22,-0.02,-4.79,-19.9,-3.74,-2.37,-4.69,NA,-20.54,-18.86,-14.76,-24.94,-2.38,-9.98,-21.18,-3.06
1960,Feb,T,-5.19,-11.43,-22.38,-10.88,-17.18,-1.15,0.72,-16.11,-0.87,0.74,-5.11,NA,-16.74,-15.26,-11.62,-18.38,-3.11,-6.39,-15.72,0.84
1960,Mar,T,-6.14,-4.68,-23.01,-13.04,-18.83,-3.33,-1.02,-15.44,-3.16,-0.04,-8.04,NA,-14.81,-15.06,-11.77,-17.81,-4.02,-7.03,-16.78,-0.67
1960,Apr,T,1.14,-9.96,-20.32,-11.73,-8.9,-3.46,2.71,-2.96,0.93,4.92,-3.89,NA,-14.26,-7.68,-12.52,-2.72,-7.83,0.71,-7.46,3.62
1960,May,T,9.51,-14.99,-6.26,6.26,8.61,4.23,7.82,11.73,7.23,9.72,6.47,NA,1.39,8.91,4.57,9.88,0.97,9.31,9.68,7.94
1960,Jun,T,12.82,-14.62,0.82,10.02,12.52,6.85,10.15,13.32,8.85,10.59,10.18,NA,4.32,12.02,5.64,12.01,4.21,12.77,12.36,10.64
1960,Jul,T,14.22,-12.74,3.01,13.66,15.6,10.87,11.48,16.71,11.75,12.43,13.16,NA,11.93,14.87,12.37,13.73,7.89,13.74,15.63,11.84
1960,Aug,T,12.91,-15.83,1.14,10.01,11.63,10.63,11.16,12.76,10.42,11.82,11.26,NA,11.42,11.84,10.24,11.81,8.31,12.13,11.8,11.52
1960,Sep,T,8.35,-12.02,-4.15,5.79,3.02,8.43,8.56,5.21,7.68,9.54,7.84,NA,3.12,4.83,3.54,5.18,6.44,6.29,4.16,9.11
1960,Oct,T,2.77,-5.76,-11.34,-1.73,-6.63,4.79,4.73,-3.3,3.32,6.36,1.62,NA,-5.38,-3.49,-2.78,-4.47,2.92,1.4,-4.75,5.71
1960,Nov,T,-5.29,-13.33,-23.1,-8.54,-21.5,0.43,-0.15,-18.29,-2.51,1.25,-6.16,NA,-14.01,-16.07,-10.33,-19.22,-0.63,-7.85,-20.17,1.03
1960,Dec,T,-3.76,-10.28,-22.14,-7.14,-14.4,0.7,0.15,-14.77,0.35,1.03,-2.07,NA,-11.1,-13.7,-6.68,-22.21,-1.11,-5.64,-14.23,1.61
1961,Jan,T,-6.16,-12.39,-23.32,-11.69,-17.92,-0.13,0.07,-18.9,-2.51,-0.85,-5.98,NA,-14.11,-18.72,-9.59,-25.7,-2.61,-7.02,-17.91,NA
1961,Feb,T,-7.87,-10.11,-32.7,-20.57,-23.28,-4.86,-1.69,-20.22,-5.04,-0.28,-15.38,NA,-24.94,-20.74,NA,-21.97,-7.88,-9.81,-22.01,-0.91
1961,Mar,T,-8.74,-12.69,-29.34,-15.78,-20.99,-4.22,-2.68,-17.44,-6.51,1.39,-12.12,NA,-21.21,-18.21,-17.72,-17.86,-7.35,-10.98,-20.83,-0.06
1961,Apr,T,2.21,-13.66,-21.77,-6.22,-8.57,0.58,2.57,-3.83,1.82,4.4,-0.66,NA,-11.39,-3.79,-7.78,-3.99,-2.02,0.79,-7.33,3.27
1961,May,T,8.79,-15.89,-5.86,6.29,8.06,5.22,7.05,9.59,6.06,8.54,7.11,NA,1.7,8.51,3.73,6.83,2.87,7.79,8.36,7.59
1961,Jun,T,12.73,-14.9,1.44,8.78,13.71,7.31,10.06,14.86,9.71,11.34,9.58,NA,5.88,12.39,6.04,12.43,5.18,NA,13.48,10.54
1961,Jul,T,14.27,-16.18,3.44,10.66,13.48,9.78,11.56,15.09,11.49,13.48,11.3,NA,10.7,12.62,8.55,14.75,7.14,13.8,14.23,11.73
1961,Aug,T,12.52,-13.61,1.86,11.09,10.82,10.26,10.67,12.91,11.17,12.16,11.06,NA,11.42,11.26,9.24,11.99,8.09,11.97,11.24,11.62
1961,Sep,T,9.15,-14.54,1,7.48,5.32,8.86,7.92,6.71,8.68,8.71,8.54,NA,6.07,6.77,6.43,5.74,7.21,6.98,5.92,8.99
1961,Oct,T,-1.72,-5.1,-9.05,-3.23,-9.5,3.74,2.93,-6.03,0.91,4.58,-2.31,NA,-6.23,-5.96,-3.23,-7.12,3.19,-4.02,-7.37,3.89
1961,Nov,T,-8.65,-9.19,-16.84,-7.31,-22.87,1.94,-1.6,-20.09,-3.9,-0.81,-5.87,NA,-13.93,-16.76,-8.57,-22.32,0.99,-11.43,-20.64,-1.11
1961,Dec,T,-15.47,-9.54,-26.69,-20.61,-30.82,-3.16,-7.93,-31.02,-9.87,-4.14,-14.17,NA,-25.69,-29.62,-20.82,-32.94,-5.44,-17.13,-32.61,-3.87
1962,Jan,T,-10.33,-7.08,-19.07,-18.18,-22.48,-5.15,-3.14,-22.09,-5.59,-2.97,-13.25,NA,-18.76,-23.16,-16.13,-26.08,-6.62,-12.34,-22.97,-2.91
1962,Feb,T,-6.96,-17.37,-21.04,-7.12,-16.92,0.67,-2.82,-13.86,-2.91,-3.53,-4.74,NA,-13.9,-12.59,-8.8,-18.03,-1.73,-10.21,-15.17,-2.66
1962,Mar,T,-6.76,-14.4,-25.27,-9.34,-17.46,-0.46,-3.88,-13.38,-3.95,-1.44,-8.9,NA,-16.14,-11.68,-10.53,-14.81,-3.24,-9.83,-14.27,-2.84
1962,Apr,T,2.68,-11.01,-18.74,-4.81,-6.49,-0.1,3.41,-1.09,2.38,4.18,0.24,NA,-11.03,-2.98,-7.57,-2.17,-1.71,1.41,-4.01,3.09
